time_step,value,td_error,lambda,decision_node,quantum_score,gradient
0,1.2315644208246088,1.7762528331307317,0.42762528331307315,3,0.9262576959234498,0.055034914673547486
1,2.2706232941655378,1.5924716617257402,0.5868724494856472,4,0.7656131911040058,0.3180684590926251
2,3.3397787965034764,0.8402322209318154,0.6708956715788288,3,0.9239302028785152,0.04452503127981419
3,3.6766965884319576,0.17066009434543927,0.6879616810133727,2,1.0,0.0
4,3.9969866860821557,1.0177234180085315,0.7897340228142259,3,0.9999972025767829,-0.00167254757524124
5,4.898582234108653,1.797772478036923,0.9695112706179182,3,0.8949365193317815,-0.04459156528238911
6,5.7076899342121274,1.9452960596280766,1.0,3,0.9109449692991194,0.023397028809197334
7,6.4393104052115735,1.9488090384412882,1.0,3,0.9281748964863913,0.04775619818374621
8,7.177876934832417,1.707533442155155,1.0,3,0.9202456529579398,0.03357090854000577
9,7.743081677133747,1.6679788002980418,1.0,3,0.9066814400300349,0.013897874682276962
10,8.33821592613266,1.4304837083207627,1.0,3,0.9069322676799826,0.01442438111959643
11,8.735330135100225,1.5284940023177,1.0,3,0.9196434868152688,0.031825458610016066
12,9.271409707393785,1.2916484776070085,1.0,3,0.925142932880058,0.03972140811967409
13,9.597857762452815,1.32729291720681,1.0,3,0.9190300018742239,0.0673475111261582
14,10.029821008280226,1.118606299883444,1.0,3,0.9181272634032793,0.01977542194259488
15,10.255906914177789,1.2554325396631363,1.0,3,0.9135676262994633,0.016020212835418962
16,10.664226597093679,1.0398117621244598,1.0,3,0.9228962303222796,0.03526228142665422
17,10.867980205268577,1.08621252634663,1.0,3,0.9105557161901014,0.02389838553950438
18,11.159723997801112,0.8213414873891072,1.0,3,0.9175652621072985,0.09781589606027014
19,11.230060614258987,0.7885653813676683,1.0,3,0.8817170185205343,0.192075833523982
20,11.40759557122195,0.6854535452396249,1.0,3,0.879873338115555,0.19745230937678168
21,11.491993842406103,0.6720042056057878,1.0,3,0.8739501144636375,0.17068395051908442
22,11.577299117496661,0.6865367020515212,1.0,3,0.8829943722237059,0.1829264265401208
23,11.678176938310664,0.6286131588102002,1.0,3,0.8792448942471247,0.16626856843912471
24,11.729850906771993,0.6283894361896625,1.0,3,0.8818841591092861,0.15829016754964986
25,11.784147269840641,0.644753368004487,1.0,3,0.8803039432052706,0.17888478669656427
26,11.864432479051295,0.6047582484282863,1.0,3,0.8849939967164677,0.15709543004319548
27,11.90374388824194,0.6397684576374267,1.0,3,0.8886355149991557,0.13973413188852402
28,11.982287278983424,0.5771134013920189,1.0,3,0.8857371833553744,0.15084261058589765
29,12.0031588463089,0.5704956060110646,1.0,3,0.8863815836412501,0.15437316026669698
30,12.018273702058126,0.5478627648226908,1.0,3,0.8826486764673239,0.1510667736532138
31,12.014062015605875,0.6152147799750765,1.0,3,0.885858025011773,0.15938802011678627
32,12.080833028477809,0.7853043299224929,1.0,3,0.8926530979375864,0.1711640901316821
33,12.336050598023139,0.6327497710637893,1.0,3,0.930527503142216,0.0630048470208738
34,12.305466066518045,0.8737853734982224,1.0,3,0.9068324917398791,-0.04951576233826552
35,12.524957089556008,0.6171752878430539,1.0,3,0.9081577176431039,-0.02135086614119
36,12.482192006242471,0.9377380804390558,1.0,3,0.9281974006099221,0.0032732228464624757
37,12.768595165748602,0.5706607335349911,1.0,3,0.9366172443336647,0.021396099244241268
38,12.669594226934748,-0.7742192187273105,1.0,3,0.9268730216493621,-0.007144393237478397
39,12.045797145114667,-1.839145745311221,1.0,2,0.10744805595792928,0.08947689284095017
40,11.241483196042434,0.07394186561425897,1.0,4,0.9319082796493319,-0.10645178450482348
41,10.572403143915874,-1.4033633240525916,1.0,2,0.1562373479751729,0.16099624246488714
42,10.100370192987384,0.28416103838080176,1.0,4,0.9333220157725685,-0.11164216314109501
43,9.785842949032096,-0.01239400699659754,1.0,1,0.22493805819562518,0.24304054767144018
44,9.531814203288826,-0.014432986117677515,1.0,1,0.2515958635392378,0.2717148774184454
45,9.192102599495382,0.09038926292021543,1.0,1,0.19540080661298742,0.2032517597984555
46,9.045836785265722,0.017451346952267244,1.0,1,0.2164810148437486,0.23454088647749333
47,8.774277019019705,0.24007195710355234,1.0,1,0.2125659566281317,0.2291278562759762
48,8.72754085095926,0.1346772846809774,1.0,1,0.23367474195250715,0.2519666013813836
49,8.570658090072902,0.6855093427155818,1.0,7,0.6735504619224425,0.4453458921278176
50,8.663827099285754,0.7385458842670278,1.0,7,0.8384126104060148,0.3339665382484286
51,8.519728296162958,0.19851149485148234,1.0,8,0.3700330948877954,0.3745006175736888
52,8.73619219413627,1.0235617895733462,1.0,3,0.926705323762119,-0.0031094738532323196
53,8.703389993040268,1.818620192297038,1.0,3,0.9157173263276752,-0.016239647953906727
54,9.56256125515411,0.9587293110050137,1.0,3,0.9247158470337584,-0.008916890308534958
55,9.551754384625818,1.517122631783609,1.0,3,0.9120128221400864,-0.010891626914279168
56,10.174320609304692,0.9148140346745262,1.0,3,0.9002640905347776,-0.032583043287536945
57,10.209877286041706,1.346190192158737,1.0,3,0.9161834495440065,-0.013855496588909472
58,10.711015553665348,0.906321606478528,1.0,3,0.9022008285991383,-0.03551464197708101
59,10.794667141364016,1.131926410998334,1.0,3,0.8984937737375113,-0.04392852169316627
60,11.14236201011752,0.8293573648778114,1.0,3,0.8986448571568718,-0.01113639992699314
61,11.192306474963667,1.1274548231561798,1.0,3,0.9222951376009136,-0.0030459032674284015
62,11.55274261125375,0.7429604125717244,1.0,3,0.9137863612411228,-0.014113040931710424
63,11.535469063007074,0.9981383484669912,1.0,3,0.9072637258338988,-0.011530480960846329
64,11.807053461354515,0.7480416832388226,1.0,3,0.9175288723723778,-0.008426640427304899
65,11.81952238302268,0.9405255863752426,1.0,3,0.9185033917665861,-0.013574995146043739
66,12.046157081293323,0.6888014338891573,1.0,3,0.9140780373721857,0.005715079772496995
67,12.033781448526288,0.8472660821140678,1.0,3,0.9101763144823728,-0.005610870019309766
68,12.189854366319006,0.6888763072880071,1.0,3,0.9132613916961816,0.010752033719845289
69,12.19575949153759,0.8479158016727801,1.0,3,0.9235708169248151,-0.00016353073547445418
70,12.355671678046926,0.6702831811065408,1.0,3,0.9165985550602074,-0.0049347483382364
71,12.343728552246414,0.809271165228246,1.0,3,0.9199826635884037,0.004134467192555363
72,12.481136495427666,0.6503623798444682,1.0,3,0.9313885293993445,0.03841119328863249
73,12.450509539416117,0.7437703777260865,1.0,3,0.9072721488544069,-0.008177110542371552
74,12.541118818164158,0.6425068044319033,1.0,3,0.9124839588879878,0.0031140198987350542
75,12.52349143126239,0.6970642076203504,1.0,3,0.9097361086548779,0.006879837898313507
76,12.572870510886206,0.6506825880667932,1.0,3,0.9114647526600073,0.009318650342634932
77,12.580881798890434,0.7325702391960593,1.0,3,0.9052190831456972,-0.03310487527242356
78,12.679781470361531,0.646675666943743,1.0,3,0.921213401651245,0.0012297284171513267
79,12.672493351024933,0.6840310407361905,1.0,3,0.9190940991326613,0.007735346953445327
80,12.7082559496275,0.6318833208956391,1.0,3,0.9116553048451039,0.0001928322855310749
81,12.700299673568997,0.6553894382311611,1.0,3,0.9103929909747442,0.00421125251418436
82,12.720523313633835,0.6503797947262431,1.0,3,0.9134959486013179,0.0020256010223763388
83,12.730453295808507,0.6627719655819391,1.0,3,0.9199201651795657,0.01353653937627558
84,12.75165638930989,0.6334960774582115,1.0,3,0.9139894652148048,0.02727201520180006
85,12.763608953402878,0.6442094412557751,1.0,3,0.9217092577167935,0.017342836851037713
86,12.768300756037961,0.6046237115715059,1.0,3,0.8956520581912154,0.008636220217734913
87,12.760461493576235,0.6489788584140896,1.0,3,0.9105264384005994,0.0002635656811791065
88,12.776571120288121,0.6466331307845277,1.0,3,0.9134664341640237,0.011887426802119322
89,12.794552960270783,0.6364269532875291,1.0,3,0.9175494091657882,0.007729214220732528
90,12.792705328581626,0.5931042639432746,1.0,3,0.9104767978619083,0.019321591741661287
91,12.757464343795656,0.6316313277261241,1.0,3,0.9081208887046195,0.06950912198108916
92,12.808248919379537,0.6053406222629043,1.0,3,0.9166581356498371,0.010004964493573965
93,12.774370733256129,0.5796686216151272,1.0,3,0.9054237311913375,0.008197196762197795
94,12.726657715071136,0.589207203401207,1.0,3,0.8907640774740866,0.08962468443655808
95,12.766857512653619,0.6337502114242799,1.0,3,0.9150964576413634,-0.004102908224465851
96,12.761674588932424,0.6439124476909548,1.0,3,0.9222895086462721,0.03540527200028171
97,12.762783763812989,0.6480408226054983,1.0,3,0.9138922957726154,0.03217756395767232
98,12.794229334752824,0.616554452604424,1.0,3,0.9129817711132988,0.017863840592430874
